Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,GlsP90,AssisP90,G+AP90,G-PBP90,G+A-PBP90,xGP90,xAGP90,xG+xAGP90,npxGP90,npxG+xAGP90
1,Nicolás Acevedo,uy URU,LT,Bahia,23,1999,31,21,1.970,21.9,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.05,0.04,0.04,0.05,0.09,1.32,5.11,1.64,000,000,000,000,000,004,005,010,004,010
2,Luiz Adriano,br BRA,AT,Internacional,35,1987,29,17,1.330,14.8,0.20,0.07,0.27,0.20,0.00,0.00,0.07,0.07,0.18,0.18,0.09,0.20,0.20,1.55,3.31,020,007,027,020,027,018,009,027,018,027
3,Adriel,br BRA,G,Grêmio,22,2001,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
4,Adryelson,br BRA,ZG,Botafogo (RJ),24,1998,35,35,2.996,33.3,0.03,0.03,0.06,0.03,0.00,0.00,0.18,0.03,0.03,0.03,0.01,0.03,0.06,1.68,0.09,003,003,006,003,006,003,001,004,003,004
5,Adson,br BRA,"AT,LT",Corinthians,22,2000,15,9,857,9.5,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.11,0.11,5.16,5.58,7.16,000,011,011,000,011,004,011,015,004,015
6,Adyson,br BRA,"AT,LT",América (MG),17,2005,8,1,245,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.07,0.07,0.15,0.00,6.30,6.30,15.6,000,000,000,000,000,007,014,021,007,021
7,Washington Aguerre,uy URU,G,América (MG),29,1993,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
8,Carlos Alberto,br BRA,"AT,LT",Botafogo (RJ),20,2002,15,1,296,3.3,0.61,0.00,0.61,0.61,0.00,0.00,0.00,0.00,0.33,0.33,0.06,0.30,3.03,2.73,8.79,061,000,061,061,061,035,007,042,035,042
9,Yuri Alberto,br BRA,AT,Corinthians,21,2001,34,32,2.722,30.2,0.26,0.10,0.36,0.26,0.00,0.00,0.20,0.00,0.33,0.33,0.09,0.40,1.36,0.93,6.75,026,010,036,026,036,033,009,042,033,042
10,Ale,br BRA,LT,América (MG),32,1990,27,14,1.424,15.8,0.06,0.00,0.06,0.06,0.00,0.00,0.44,0.06,0.11,0.11,0.09,0.19,1.84,6.96,2.34,006,000,006,006,006,012,009,020,012,020
11,Alexandre Alemão,br BRA,AT,Internacional,24,1998,9,3,340,3.8,0.26,0.00,0.26,0.26,0.00,0.00,0.53,0.00,0.32,0.32,0.03,0.26,1.84,1.84,9.74,026,000,026,026,026,033,004,036,033,036
12,Alerrandro,br BRA,"AT,LT",Red Bull Bragantino,23,2000,14,2,405,4.5,0.22,0.00,0.22,0.22,0.00,0.00,0.67,0.22,0.69,0.69,0.04,0.67,0.67,2.00,4.44,022,000,022,022,022,068,003,071,068,071
13,Alesson,br BRA,"AT,LT",Goiás,23,1999,23,3,655,7.3,0.27,0.14,0.41,0.27,0.00,0.00,0.41,0.00,0.15,0.15,0.07,0.14,3.15,1.23,9.32,027,014,041,027,041,016,007,023,016,023
14,Alex,br BRA,ZG,Santos,23,1999,6,5,455,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.02,0.02,0.08,0.00,0.59,1.37,0.00,000,000,000,000,000,003,008,011,003,011
15,Caio Alexandre,br BRA,LT,Fortaleza,23,1999,34,32,2.624,29.2,0.07,0.07,0.14,0.07,0.00,0.00,0.14,0.00,0.07,0.07,0.10,0.14,3.12,7.12,1.27,007,007,014,007,014,007,010,017,007,017
16,Matheus Alexandre,br BRA,ZG,Cuiabá,23,1999,35,33,2.980,33.1,0.03,0.00,0.03,0.03,0.00,0.00,0.15,0.00,0.02,0.02,0.04,0.03,1.24,3.29,2.93,003,000,003,003,003,002,003,006,002,006
17,Alexsander,br BRA,"LT,ZG",Fluminense,19,2003,19,13,1.194,13.3,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.00,0.02,0.02,0.11,0.08,2.86,3.98,3.98,000,008,008,000,008,002,011,013,002,013
18,Alison,br BRA,LT,Santos,29,1993,5,2,136,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.67,0.67,000,000,000,000,000,000,000,000,000,000
19,Alisson,br BRA,"LT,ZG",Atlético Mineiro,17,2005,5,0,49,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.40,0.00,6.00,6.00,20.0,000,000,000,000,000,003,033,035,003,035
20,Alisson,br BRA,"LT,AT",São Paulo,29,1993,35,26,2.153,23.9,0.00,0.21,0.21,0.00,0.00,0.00,0.08,0.00,0.05,0.05,0.11,0.13,1.67,6.03,4.39,000,021,021,000,021,005,011,016,005,016
21,Allan,br BRA,LT,Flamengo,25,1997,9,4,482,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.02,0.00,1.85,6.67,1.11,000,000,000,000,000,002,002,005,002,005
22,Allano,br BRA,AT,Goiás,27,1995,19,15,1.237,13.7,0.07,0.00,0.07,0.07,0.00,0.00,0.36,0.00,0.15,0.15,0.06,0.15,2.85,4.01,6.57,007,000,007,007,007,015,006,021,015,021
23,Henrique Almeida,br BRA,AT,América (MG),31,1991,4,2,156,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.18,0.00,0.59,1.76,2.94,000,000,000,000,000,022,020,042,022,042
24,Rodrigo Alves,br BRA,LT,Vasco da Gama,20,2002,8,4,352,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.26,1.03,0.00,000,000,000,000,000,000,001,001,000,001
25,Anderson,br BRA,G,Cruzeiro,24,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
26,Anderson,br BRA,"AT,LT",Goiás,24,1998,20,18,1.291,14.3,0.00,0.14,0.14,0.00,0.00,0.00,0.07,0.00,0.05,0.05,0.09,0.14,3.08,2.73,7.41,000,014,014,000,014,005,009,014,005,014
27,André,br BRA,ZG,Bahia,19,2003,3,1,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,1.43,2.86,8.57,000,000,000,000,000,000,003,003,000,003
28,André,br BRA,"LT,ZG",Fluminense,21,2001,31,29,2.649,29.4,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.03,0.01,0.01,0.02,0.00,1.97,6.26,0.48,000,000,000,000,000,001,002,003,001,003
29,Maurício Antônio,br BRA,ZG,Coritiba,30,1992,3,1,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,000,000,000,000,000,002,001,003,002,003
30,Apodi,br BRA,"AT,LT",Goiás,36,1986,13,2,382,4.2,0.24,0.00,0.24,0.24,0.00,0.00,0.71,0.00,0.19,0.19,0.05,0.24,1.43,0.95,3.81,024,000,024,024,024,020,006,025,020,025
31,Guilherme Arana,br BRA,ZG,Atlético Mineiro,25,1997,28,27,2.385,26.5,0.08,0.00,0.08,0.08,0.00,0.00,0.08,0.04,0.04,0.04,0.04,0.08,2.11,5.02,4.60,008,000,008,008,008,004,004,008,004,008
32,Charles Aránguiz,cl CHI,LT,Internacional,33,1989,22,16,1.267,14.1,0.00,0.07,0.07,0.00,0.00,0.00,0.21,0.00,0.07,0.07,0.09,0.14,0.43,6.31,1.99,000,007,007,000,007,007,009,016,007,016
33,João Araújo,br BRA,LT,Grêmio,17,2005,1,0,8,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
34,Luiz Araújo,br BRA,"AT,LT",Flamengo,26,1996,20,10,785,8.7,0.34,0.11,0.46,0.34,0.00,0.00,0.23,0.11,0.18,0.18,0.08,0.23,3.33,5.06,12.9,034,011,046,034,046,018,008,026,018,026
35,Matheus Araújo,br BRA,"LT,AT",Corinthians,20,2002,16,3,584,6.5,0.15,0.31,0.46,0.15,0.00,0.00,0.00,0.00,0.18,0.18,0.12,0.31,2.77,4.62,6.62,015,031,046,015,046,019,013,032,019,032
36,Michel Araujo,uy URU,"AT,LT",São Paulo,26,1996,32,19,1.768,19.6,0.10,0.05,0.15,0.10,0.00,0.00,0.15,0.00,0.24,0.24,0.12,0.36,3.62,4.64,8.01,010,005,015,010,015,024,012,037,024,037
37,Robert Arboleda,ec ECU,ZG,São Paulo,31,1991,20,19,1.721,19.1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.02,0.05,0.10,2.20,0.26,000,000,000,000,000,005,001,006,005,006
38,Jhon Arias,co COL,"AT,LT",Fluminense,25,1997,29,26,2.385,26.5,0.26,0.26,0.53,0.19,0.08,0.08,0.19,0.04,0.22,0.16,0.18,0.30,5.36,4.08,11.3,026,026,053,019,045,022,018,040,016,034
39,Luciano Arriagada,cl CHI,"AT,LT",Ath Paranaense,20,2002,10,1,190,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.29,0.48,2.38,0.95,5.71,000,000,000,000,000,042,027,069,042,069
40,Arthur,br BRA,"AT,LT",Cruzeiro,24,1998,20,17,1.350,15.0,0.20,0.07,0.27,0.20,0.00,0.00,0.20,0.00,0.24,0.24,0.09,0.27,4.40,2.53,7.47,020,007,027,020,027,024,009,033,024,033
41,Arthur,br BRA,ZG,América (MG),19,2003,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,7.00,4.00,000,000,000,000,000,000,004,004,000,004
42,Arthur,br BRA,"ZG,AT",Fluminense,18,2004,2,0,20,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,5.00,10.0,000,000,000,000,000,000,244,244,000,244
43,Artur,br BRA,AT,Palmeiras,24,1998,31,22,1.896,21.1,0.24,0.09,0.33,0.24,0.00,0.00,0.09,0.00,0.24,0.24,0.16,0.38,4.03,3.84,10.3,024,009,033,024,033,024,016,040,024,040
44,Eduard Atuesta,co COL,LT,Palmeiras,25,1997,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,000,000,000,000,000,000,000,000,000,000
45,Felipe Augusto,br BRA,"AT,LT",Corinthians,18,2004,15,2,322,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.00,1.11,0.83,4.17,000,000,000,000,000,008,001,009,008,009
46,Filipe Augusto,br BRA,LT,Cuiabá,29,1993,27,9,1.065,11.8,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.08,0.03,0.03,0.08,0.08,0.76,6.61,1.36,000,000,000,000,000,002,007,009,002,009
47,Renato Augusto,br BRA,LT,Corinthians,34,1988,24,16,1.282,14.2,0.14,0.28,0.42,0.14,0.00,0.00,0.07,0.00,0.08,0.08,0.15,0.21,2.68,6.90,6.90,014,028,042,014,042,008,015,022,008,022
48,Danilo Avelar,br BRA,ZG,América (MG),33,1989,26,24,1.984,22.0,0.14,0.05,0.18,0.09,0.05,0.05,0.23,0.05,0.18,0.15,0.03,0.14,0.50,3.68,1.91,014,005,018,009,014,018,003,021,014,018
49,Felipe Azevedo,br BRA,"AT,LT",América (MG),36,1987,30,25,1.748,19.4,0.21,0.05,0.26,0.21,0.00,0.00,0.15,0.05,0.19,0.19,0.10,0.26,1.60,2.68,6.24,021,005,026,021,026,019,010,029,019,029
50,Matheus Babi,br BRA,AT,Goiás,25,1997,17,8,881,9.8,0.41,0.00,0.41,0.41,0.00,0.00,0.51,0.00,0.27,0.27,0.03,0.20,0.20,1.22,3.98,041,000,041,041,041,026,003,029,026,029
51,Matheus Bahia,br BRA,"ZG,LT",Bahia,23,1999,12,6,493,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.02,0.02,0.07,0.00,2.73,2.18,3.82,000,000,000,000,000,002,007,009,002,009
52,Fabián Balbuena,py PAR,ZG,Corinthians,31,1991,1,1,89,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,000,000,000,000,000,003,000,003,003,003
53,Robson Bambu,br BRA,ZG,Vasco da Gama,25,1997,18,16,1.280,14.2,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.04,0.04,0.01,0.00,0.35,2.32,0.92,000,000,000,000,000,003,001,004,003,004
54,Gabriel Baralhas,br BRA,LT,Internacional,24,1998,5,2,236,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,1.15,5.00,1.92,000,000,000,000,000,004,004,008,004,008
55,Danilo Barbosa,br BRA,"LT,ZG",Botafogo (RJ),26,1996,23,10,1.011,11.2,0.27,0.00,0.27,0.27,0.00,0.00,0.45,0.00,0.09,0.09,0.01,0.09,1.25,4.82,0.63,027,000,027,027,027,009,001,010,009,010
56,Diogo Barbosa,br BRA,ZG,Fluminense,30,1992,19,10,1.117,12.4,0.08,0.16,0.24,0.08,0.00,0.00,0.08,0.00,0.02,0.02,0.10,0.08,2.82,4.11,5.48,008,016,024,008,024,002,010,013,002,013
57,Diogo Barbosa,br BRA,ZG,Grêmio,30,1992,6,4,386,4.3,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.05,0.00,1.86,3.95,4.42,000,000,000,000,000,001,005,006,001,006
58,Gabriel Barbosa,br BRA,AT,Flamengo,26,1996,26,17,1.540,17.1,0.29,0.06,0.35,0.06,0.23,0.29,0.41,0.12,0.56,0.33,0.09,0.41,1.52,4.62,6.55,029,006,035,006,012,056,009,065,033,042
59,Lucas Barbosa,br BRA,"AT,LT",Santos,21,2001,4,1,103,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.00,3.64,0.00,3.64,000,000,000,000,000,025,002,027,025,027
60,Lucas Barbosa,br BRA,"LT,AT",Coritiba,21,2001,5,0,102,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.00,0.91,3.64,9.09,000,000,000,000,000,011,016,027,011,027
61,Chrystian Barletta,br BRA,LT,Corinthians,21,2001,3,2,127,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,000,000,000,000,000,0,0,0,0,0
62,Cauan Barros,br BRA,LT,Vasco da Gama,18,2004,8,3,237,2.6,0.38,0.00,0.38,0.38,0.00,0.00,0.77,0.00,0.12,0.12,0.04,0.00,0.00,2.69,1.54,038,000,038,038,038,013,004,017,013,017
63,Gabriel Barros,br BRA,"AT,LT",Internacional,21,2001,5,2,177,2.0,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.10,0.10,0.25,0.00,2.00,2.00,6.00,000,051,051,000,051,012,027,038,012,038
64,Bastos,ao ANG,ZG,Botafogo (RJ),31,1991,4,2,118,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,000,000,000,000,000,003,000,003,003,003
65,Fellipe Bastos,br BRA,LT,Goiás,32,1990,1,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,2.50,2.50,2.50,000,000,000,000,000,000,000,000,000,000
66,Diogo Batista,br BRA,"ZG,LT",Coritiba,19,2003,11,5,531,5.9,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.03,0.03,0.10,0.00,1.36,3.56,2.20,000,017,017,000,017,003,011,014,003,014
67,Rodrigo Battaglia,ar ARG,LT,Atlético Mineiro,31,1991,22,19,1.728,19.2,0.00,0.05,0.05,0.00,0.00,0.00,0.31,0.00,0.05,0.05,0.02,0.05,1.98,4.17,1.41,000,005,005,000,005,005,002,007,005,007
68,José Luis Rodríguez Bebanz,uy URU,ZG,Vasco da Gama,25,1997,32,22,1.997,22.2,0.09,0.05,0.14,0.09,0.00,0.00,0.09,0.00,0.13,0.13,0.10,0.23,2.52,4.46,4.28,009,005,014,009,014,012,010,023,012,023
69,Matheus Belém,br BRA,ZG,São Paulo,19,2003,2,2,169,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.53,2.63,0.00,000,000,000,000,000,000,000,000,000,000
70,Lucas Belezi,br BRA,ZG,Ath Paranaense,19,2003,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,002,000,002,002,002
71,Ramiro Benetti,br BRA,LT,Cruzeiro,29,1993,6,6,407,4.5,0.22,0.22,0.44,0.22,0.00,0.00,0.67,0.00,0.18,0.18,0.13,0.22,0.89,5.78,2.89,022,022,044,022,044,017,014,031,017,031
72,Martín Benítez,ar ARG,"LT,AT",América (MG),28,1994,20,14,1.120,12.4,0.24,0.32,0.56,0.24,0.00,0.00,0.32,0.00,0.21,0.21,0.32,0.48,2.10,6.21,4.52,024,032,056,024,056,021,032,053,021,053
73,Bento,br BRA,G,Ath Paranaense,23,1999,33,33,2.970,33.0,0.00,0.03,0.03,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,000,003,003,000,003,000,001,001,000,001
74,Lucas Beraldo,br BRA,ZG,São Paulo,19,2003,24,24,2.160,24.0,0.04,0.00,0.04,0.04,0.00,0.00,0.29,0.00,0.04,0.04,0.02,0.04,0.67,5.38,0.13,004,000,004,004,004,004,002,007,004,007
75,Lucas Besozzi,ar ARG,"AT,LT",Grêmio,20,2003,12,5,399,4.4,0.23,0.23,0.45,0.23,0.00,0.00,0.23,0.00,0.07,0.07,0.09,0.00,6.82,5.23,10.7,023,023,045,023,045,007,009,016,007,016
76,Matheus Bianqui,br BRA,LT,Coritiba,25,1998,28,17,1.420,15.8,0.13,0.06,0.19,0.13,0.00,0.00,0.51,0.00,0.11,0.11,0.08,0.19,0.63,2.59,2.59,013,006,019,013,019,011,008,019,011,019
77,Raul Bicalho,br BRA,ZG,Bahia,23,1999,7,4,321,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.08,0.08,0.00,0.00,1.94,5.28,0.56,000,000,000,000,000,009,000,009,009,009
78,Matheus Bidu,br BRA,ZG,Corinthians,23,1999,24,19,1.659,18.4,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.02,0.02,0.08,0.05,3.15,4.78,5.43,000,000,000,000,000,002,008,010,002,010
79,Biel,br BRA,"AT,LT",Bahia,21,2001,25,15,1.361,15.1,0.33,0.07,0.40,0.33,0.00,0.00,0.26,0.00,0.34,0.34,0.29,0.60,3.38,3.77,7.75,033,007,040,033,040,034,029,064,034,064
80,Rafael Bilu,br BRA,AT,Cruzeiro,23,1999,4,1,86,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.80,1.00,5.00,2.00,8.00,000,000,000,000,000,071,080,151,071,151
81,Guilherme Biro,br BRA,"AT,LT",Corinthians,18,2004,11,7,572,6.4,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.11,0.11,0.08,0.16,2.81,2.81,6.88,000,000,000,000,000,012,008,020,012,020
82,Bitelo,br BRA,"LT,AT",Grêmio,23,2000,19,18,1.550,17.2,0.23,0.06,0.29,0.23,0.00,0.00,0.06,0.00,0.21,0.21,0.22,0.41,2.27,5.35,7.67,023,006,029,023,029,021,022,043,021,043
83,Paulinho Bóia,br BRA,AT,América (MG),24,1998,3,2,136,1.5,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.20,0.00,2.67,0.67,8.00,000,000,000,000,000,001,021,022,001,022
84,Thiago Borbas,uy URU,AT,Red Bull Bragantino,20,2002,33,10,1.428,15.9,0.57,0.13,0.69,0.57,0.00,0.00,0.44,0.06,0.58,0.58,0.07,0.63,0.75,1.57,7.48,057,013,069,057,069,058,007,065,058,065
85,Ângelo Borges,br BRA,"AT,LT",Santos,18,2004,12,5,542,6.0,0.33,0.00,0.33,0.33,0.00,0.00,0.17,0.00,0.18,0.18,0.17,0.33,4.33,4.17,6.33,033,000,033,033,033,018,016,033,018,033
86,Daniel Borges,br BRA,ZG,América (MG),29,1993,14,8,799,8.9,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.11,0.01,0.01,0.17,0.11,2.13,5.06,4.16,000,011,011,000,011,001,017,018,001,018
87,Daniel Borges,br BRA,ZG,Botafogo (RJ),29,1993,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,000,000,000,000,000,005,000,005,005,005
88,Marllon Borges,br BRA,ZG,Cuiabá,30,1992,36,36,3.240,36.0,0.03,0.03,0.06,0.03,0.00,0.00,0.19,0.00,0.04,0.04,0.02,0.06,0.33,2.44,0.03,003,003,006,003,006,004,002,006,004,006
89,Pedro Borges,br BRA,"LT,AT",Fortaleza,25,1997,14,6,566,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.08,0.08,0.10,0.16,0.48,3.02,1.90,000,000,000,000,000,007,009,016,007,016
90,Gabriel Boschilia,br BRA,"LT,AT",Coritiba,26,1996,11,3,344,3.8,0.26,0.26,0.53,0.26,0.00,0.00,0.26,0.00,0.29,0.29,0.21,0.26,2.63,4.74,5.26,026,026,052,026,052,029,021,050,029,050
91,Lucas Braga,br BRA,"ZG,AT",Santos,26,1996,27,22,1.991,22.1,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.02,0.02,0.03,0.05,2.90,2.49,4.03,000,000,000,000,000,002,003,005,002,005
92,David Braz,br BRA,ZG,Fluminense,35,1987,18,10,865,9.6,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.07,0.07,0.01,0.00,1.67,3.23,0.21,000,000,000,000,000,008,001,008,008,008
93,Brenno,br BRA,G,Grêmio,23,1999,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
94,Breno,br BRA,LT,Botafogo (RJ),22,2000,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
95,Breno,br BRA,AT,Palmeiras,27,1996,31,14,1.365,15.2,0.33,0.20,0.53,0.33,0.00,0.00,0.07,0.00,0.45,0.45,0.07,0.46,2.89,2.43,7.24,033,020,053,033,053,045,008,052,045,052
96,Emanuel Brítez,ar ARG,ZG,Fortaleza,30,1992,31,31,2.761,30.7,0.00,0.03,0.03,0.00,0.00,0.00,0.36,0.03,0.03,0.03,0.02,0.03,0.62,2.80,0.55,000,003,003,000,003,003,002,005,003,005
97,Bruninho,br BRA,"AT,LT",Red Bull Bragantino,19,2003,16,9,715,7.9,0.25,0.13,0.38,0.25,0.00,0.00,0.00,0.00,0.34,0.34,0.08,0.38,2.41,4.56,8.61,025,013,038,025,038,034,007,041,034,041
98,Fabrício Bruno,br BRA,ZG,Flamengo,26,1996,34,34,3.060,34.0,0.00,0.03,0.03,0.00,0.00,0.00,0.24,0.00,0.02,0.02,0.01,0.03,0.94,5.85,0.21,000,003,003,000,003,002,001,004,002,004
99,Vitor Bueno,br BRA,"LT,AT",Ath Paranaense,28,1994,32,25,2.075,23.1,0.22,0.22,0.43,0.09,0.13,0.13,0.30,0.00,0.23,0.13,0.30,0.39,3.20,6.45,4.94,022,022,043,009,030,023,030,053,013,043
100,Esteban Burgos,ar ARG,ZG,América (MG),31,1992,4,4,294,3.3,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.30,0.00,0.00,0.00,0.00,0.30,2.12,0.61,000,000,000,000,000,000,000,000,000,000
101,Fabricio Bustos,ar ARG,ZG,Internacional,26,1996,29,28,2.499,27.8,0.11,0.11,0.22,0.11,0.00,0.00,0.14,0.00,0.04,0.04,0.10,0.11,1.40,3.71,5.43,011,011,022,011,022,004,010,014,004,014
102,Rafael Cabral,br BRA,G,Cruzeiro,32,1990,37,37,3.330,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
103,Cacá,br BRA,ZG,Ath Paranaense,23,1999,19,19,1.694,18.8,0.11,0.00,0.11,0.11,0.00,0.00,0.32,0.00,0.06,0.06,0.02,0.05,0.64,2.07,0.43,011,000,011,011,011,006,002,008,006,008
104,Cadu,br BRA,ZG,Santos,20,2002,1,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,000,000,000,000,000,000,000,000,000,000
105,Caetano,br BRA,ZG,Corinthians,23,1999,16,13,1.204,13.4,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.01,0.01,0.00,0.00,0.15,2.61,0.00,000,000,000,000,000,001,000,001,001,001
106,Jonathan Cafu,br BRA,"AT,LT",Cuiabá,31,1991,32,23,1.708,19.0,0.00,0.16,0.16,0.00,0.00,0.00,0.26,0.00,0.08,0.08,0.05,0.11,2.05,2.63,8.89,000,016,016,000,016,008,005,013,008,013
107,Júnior Caiçara,br BRA,ZG,Santos,33,1989,5,1,169,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,3.16,4.21,5.26,000,000,000,000,000,000,000,000,000,000
108,Rodrigo Caio,br BRA,"LT,ZG",Flamengo,29,1993,5,0,65,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,1.43,000,000,000,000,000,000,000,000,000,000
109,Caíque,br BRA,G,Grêmio,25,1997,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,000,000,000,000,000,000,000,000,000,000
110,Calebe,br BRA,"LT,AT",Fortaleza,22,2000,29,16,1.479,16.4,0.12,0.30,0.43,0.12,0.00,0.00,0.12,0.00,0.18,0.18,0.29,0.43,4.21,4.76,7.74,012,030,043,012,043,018,029,048,018,048
111,Jonathan Calleri,ar ARG,AT,São Paulo,29,1993,19,15,1.350,15.0,0.60,0.13,0.73,0.47,0.13,0.13,0.40,0.00,0.57,0.46,0.05,0.47,1.00,1.47,6.73,060,013,073,047,060,056,004,061,046,050
112,Patric Calmon PK,br BRA,ZG,Cuiabá,28,1994,15,5,520,5.8,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.17,0.03,0.03,0.05,0.00,2.41,5.00,5.17,000,000,000,000,000,003,005,007,003,007
113,Guilherme Camacho,br BRA,LT,Santos,32,1990,11,4,448,5.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,0.00,0.04,0.00,0.00,4.00,0.60,000,000,000,000,000,000,004,004,000,004
